id,source,source_object_id,name,display_name,enabled,account_type,last_seen,raw_json,updated_at
2116,ENTRA,3f401b4d-89e7-44fd-8038-8ca1ef2b45b9,AZEWP-CXMI01,AZEWP-CXMI01,1,ManagedIdentity,,"{""id"": ""3f401b4d-89e7-44fd-8038-8ca1ef2b45b9"", ""appId"": ""02bb229c-bd82-4b9f-a451-1c150b6eff22"", ""displayName"": ""AZEWP-CXMI01"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2117,ENTRA,3f435659-e1df-416f-bcfb-dc93d1173494,cvma-1-ap-sg,cvma-1-ap-sg,1,ManagedIdentity,,"{""id"": ""3f435659-e1df-416f-bcfb-dc93d1173494"", ""appId"": ""bf8b1df8-ed85-4904-b8f7-046feefb7dca"", ""displayName"": ""cvma-1-ap-sg"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2118,ENTRA,3f5f87de-eebe-4100-a007-133eea82e03e,AZURAPSE-AP056,AZURAPSE-AP056,1,ManagedIdentity,,"{""id"": ""3f5f87de-eebe-4100-a007-133eea82e03e"", ""appId"": ""da877ea3-a656-45a0-89d4-da0815195142"", ""displayName"": ""AZURAPSE-AP056"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2119,ENTRA,3f6f77f5-46b7-4a6f-b495-fd3116eb6a7c,AIoT01-PreProd-EMEA-MI,AIoT01-PreProd-EMEA-MI,1,ManagedIdentity,,"{""id"": ""3f6f77f5-46b7-4a6f-b495-fd3116eb6a7c"", ""appId"": ""71636fed-65c9-49ea-9cf8-aab07d8f50f1"", ""displayName"": ""AIoT01-PreProd-EMEA-MI"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2120,ENTRA,3f7c46e7-1aa7-4ef8-ac2f-c7fa8010243b,USVIASH-DB14,USVIASH-DB14,1,ManagedIdentity,,"{""id"": ""3f7c46e7-1aa7-4ef8-ac2f-c7fa8010243b"", ""appId"": ""65121f6a-af52-46be-9eb9-5c0b947c9169"", ""displayName"": ""USVIASH-DB14"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2121,ENTRA,3f7e126a-0806-433e-88fd-13269e25b9b4,Microsoft Discovery Service,Microsoft Discovery Service,1,Application,,"{""id"": ""3f7e126a-0806-433e-88fd-13269e25b9b4"", ""appId"": ""6f82282e-0070-4e78-bc23-e6320c5fa7de"", ""displayName"": ""Microsoft Discovery Service"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2122,ENTRA,3f8adf28-5a07-4c78-a804-606711a053e8,D365 Sales Agent - Readiness (Microsoft Copilot Studio),D365 Sales Agent - Readiness (Microsoft Copilot Studio),1,Application,,"{""id"": ""3f8adf28-5a07-4c78-a804-606711a053e8"", ""appId"": ""f08a342d-6de4-4636-8b3b-1e80a1a4a212"", ""displayName"": ""D365 Sales Agent - Readiness (Microsoft Copilot Studio)"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""AgenticApp"", ""AIAgentBuilder"", ""AgentCreatedBy:CopilotStudio"", ""AgenticInstance"", ""power-virtual-agents-ee45fc21-0d42-54fe-7761-cb6b5c87f220""]}",2026-06-11 19:29:40
2123,ENTRA,3f97f30a-7d06-4fd2-9d2c-29e592deece0,Customization Agent (Microsoft Copilot Studio),Customization Agent (Microsoft Copilot Studio),1,Application,,"{""id"": ""3f97f30a-7d06-4fd2-9d2c-29e592deece0"", ""appId"": ""911c4f56-e296-440b-9cd2-7fa8538a2e09"", ""displayName"": ""Customization Agent (Microsoft Copilot Studio)"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""AgenticApp"", ""AIAgentBuilder"", ""AgentCreatedBy:CopilotStudio"", ""AgenticInstance"", ""power-virtual-agents-b25ba7f1-4383-f6e6-2b3d-bcaab68c8b64""]}",2026-06-11 19:29:40
2124,ENTRA,3f9f17f9-8a3b-421a-ab96-89f467b21ef8,avdeuwpp-70,avdeuwpp-70,1,ManagedIdentity,,"{""id"": ""3f9f17f9-8a3b-421a-ab96-89f467b21ef8"", ""appId"": ""8a4c92dd-828e-4d0a-8ea5-c167adbda5d5"", ""displayName"": ""avdeuwpp-70"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2125,ENTRA,3fa014c5-89b8-4862-b9df-aa2f4aee6e44,USFLMIA-AP08,USFLMIA-AP08,1,ManagedIdentity,,"{""id"": ""3fa014c5-89b8-4862-b9df-aa2f4aee6e44"", ""appId"": ""b0016b5a-74fe-4bfb-b69d-a1099eb9841b"", ""displayName"": ""USFLMIA-AP08"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2126,ENTRA,3fa2adc5-2157-46ab-a03c-c6b64e1c224a,Coverflex,Coverflex,1,Application,,"{""id"": ""3fa2adc5-2157-46ab-a03c-c6b64e1c224a"", ""appId"": ""d81046a0-ebfb-4e5f-abc1-020155161545"", ""displayName"": ""Coverflex"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""HideApp"", ""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
2127,ENTRA,3fa69e2f-1003-42f4-968e-0f376d07efbb,ADP Expert,ADP Expert,1,Application,,"{""id"": ""3fa69e2f-1003-42f4-968e-0f376d07efbb"", ""appId"": ""9375392c-c7b8-465b-bc55-64b74642ebea"", ""displayName"": ""ADP Expert"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
2128,ENTRA,3fadfaa1-9063-4dd5-aacd-885840156ef9,Workflow,Workflow,1,Legacy,,"{""id"": ""3fadfaa1-9063-4dd5-aacd-885840156ef9"", ""appId"": ""28b96edf-77cd-4012-90a1-5d8b8c10c0d0"", ""displayName"": ""Workflow"", ""accountEnabled"": true, ""servicePrincipalType"": ""Legacy"", ""tags"": []}",2026-06-11 19:29:40
2129,ENTRA,3fadfcf2-13bf-4602-ac48-680662353c77,36c911e07c01411eb91d04dc,36c911e07c01411eb91d04dc,1,ManagedIdentity,,"{""id"": ""3fadfcf2-13bf-4602-ac48-680662353c77"", ""appId"": ""f3562f99-5c33-45de-a073-05f130f01b50"", ""displayName"": ""36c911e07c01411eb91d04dc"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2130,ENTRA,3faeb019-4a22-4621-bafb-e792e4b81791,CNZGJIX-DB02,CNZGJIX-DB02,1,ManagedIdentity,,"{""id"": ""3faeb019-4a22-4621-bafb-e792e4b81791"", ""appId"": ""c13d5140-f42b-4de6-b073-f99684fd3dd7"", ""displayName"": ""CNZGJIX-DB02"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2131,ENTRA,3fd3f082-888c-4ca6-8ebe-98879623b052,BRMGCON-DB02,BRMGCON-DB02,1,ManagedIdentity,,"{""id"": ""3fd3f082-888c-4ca6-8ebe-98879623b052"", ""appId"": ""3e5bf873-9498-478a-bdd4-97a6975fed84"", ""displayName"": ""BRMGCON-DB02"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2132,ENTRA,3fe2a20d-4699-43ee-8808-9a95ccd018d7,sdb-cluster,sdb-cluster,1,Application,,"{""id"": ""3fe2a20d-4699-43ee-8808-9a95ccd018d7"", ""appId"": ""49af19fd-794d-4e19-8e9b-6c74fcb56e50"", ""displayName"": ""sdb-cluster"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2133,ENTRA,3ff9ffb2-ca94-43dd-a5c2-740b0a59749d,CommVault Cloud Backup - NA - China,CommVault Cloud Backup - NA - China,1,Application,,"{""id"": ""3ff9ffb2-ca94-43dd-a5c2-740b0a59749d"", ""appId"": ""9b494c0a-b1ae-49d9-a954-18a26c5215db"", ""displayName"": ""CommVault Cloud Backup - NA - China"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryCustomSingleSignOnApplication"", ""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
2134,ENTRA,3ffce8e9-8b6b-43aa-9294-93550458eb5f,sdb-cluster,sdb-cluster,1,Application,,"{""id"": ""3ffce8e9-8b6b-43aa-9294-93550458eb5f"", ""appId"": ""f14af938-5f22-44bd-b335-f2837864992d"", ""displayName"": ""sdb-cluster"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2135,ENTRA,40021636-b048-404d-8193-7575255e20c1,TNTNMEB-AP13,TNTNMEB-AP13,1,ManagedIdentity,,"{""id"": ""40021636-b048-404d-8193-7575255e20c1"", ""appId"": ""02dd0b5f-2ac5-43a2-a749-2f5b8e6857d8"", ""displayName"": ""TNTNMEB-AP13"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2136,ENTRA,400d70d2-0ff4-43be-9ab2-1fb70a09f41a,Tasks in a Box Mobile App,Tasks in a Box Mobile App,1,Application,,"{""id"": ""400d70d2-0ff4-43be-9ab2-1fb70a09f41a"", ""appId"": ""e71db2a1-98a9-4ddf-ae90-5324f44e973a"", ""displayName"": ""Tasks in a Box Mobile App"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
2137,ENTRA,400f4a91-2d76-40ac-88a8-fd41f6853f1b,DEWUP-AP82,DEWUP-AP82,1,ManagedIdentity,,"{""id"": ""400f4a91-2d76-40ac-88a8-fd41f6853f1b"", ""appId"": ""4764e593-8d42-4a83-aaa5-19e4d9cd6b34"", ""displayName"": ""DEWUP-AP82"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2138,ENTRA,4011863d-af11-4aea-9157-77fb9a765ef3,AZURNAW-WW005,AZURNAW-WW005,1,ManagedIdentity,,"{""id"": ""4011863d-af11-4aea-9157-77fb9a765ef3"", ""appId"": ""1c9ed809-bd5c-40bd-821b-067dc3ea3e09"", ""displayName"": ""AZURNAW-WW005"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2139,ENTRA,4012bcae-647e-4806-b91a-d66a25dd4172,Workday-Aptiv1,Workday-Aptiv1,1,Application,,"{""id"": ""4012bcae-647e-4806-b91a-d66a25dd4172"", ""appId"": ""f57d951e-a98a-4909-887b-0e057ffe7091"", ""displayName"": ""Workday-Aptiv1"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
2140,ENTRA,40222567-ad18-47d5-93bd-3898ae0495cc,Windows 365 Portal,Windows 365 Portal,1,Application,,"{""id"": ""40222567-ad18-47d5-93bd-3898ae0495cc"", ""appId"": ""3b511579-5e00-46e1-a89e-a6f0870e2f5a"", ""displayName"": ""Windows 365 Portal"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2141,ENTRA,402620de-5e20-4aa4-abc3-fac30461e276,Workflow,Workflow,1,Legacy,,"{""id"": ""402620de-5e20-4aa4-abc3-fac30461e276"", ""appId"": ""d2d6af5f-1610-43f4-99b4-5be4149833a3"", ""displayName"": ""Workflow"", ""accountEnabled"": true, ""servicePrincipalType"": ""Legacy"", ""tags"": []}",2026-06-11 19:29:40
2142,ENTRA,4032b8e7-d147-4fc1-936a-9b6f638371e2,Microsoft Pin Reset Client Production,Microsoft Pin Reset Client Production,1,Application,,"{""id"": ""4032b8e7-d147-4fc1-936a-9b6f638371e2"", ""appId"": ""9115dd05-fad5-4f9c-acc7-305d08b1b04e"", ""displayName"": ""Microsoft Pin Reset Client Production"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
2143,ENTRA,4038be18-1745-4752-be4f-b6bf41739014,AZAPP-BTPM002,AZAPP-BTPM002,1,ManagedIdentity,,"{""id"": ""4038be18-1745-4752-be4f-b6bf41739014"", ""appId"": ""be4f723c-1c41-4727-ae27-2370109da3fb"", ""displayName"": ""AZAPP-BTPM002"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2144,ENTRA,4043eadb-12ca-4ceb-b69e-f4dec48a1518,AZNAEP-O36503,AZNAEP-O36503,1,ManagedIdentity,,"{""id"": ""4043eadb-12ca-4ceb-b69e-f4dec48a1518"", ""appId"": ""b53b92f5-e682-4469-aa31-7e5929a22190"", ""displayName"": ""AZNAEP-O36503"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2145,ENTRA,40499cb4-3098-445f-87f8-13448f3ca8f8,Service Bus MSI App,Service Bus MSI App,1,Application,,"{""id"": ""40499cb4-3098-445f-87f8-13448f3ca8f8"", ""appId"": ""eb070ea5-bd17-41f1-ad68-5851f6e71774"", ""displayName"": ""Service Bus MSI App"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2146,ENTRA,4063b747-55a5-4826-97d2-679a7c8639f4,CVODBackupApp1673454429,CVODBackupApp1673454429,1,Application,,"{""id"": ""4063b747-55a5-4826-97d2-679a7c8639f4"", ""appId"": ""c0a75d60-284d-41f5-907e-76dce2002abb"", ""displayName"": ""CVODBackupApp1673454429"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
2147,ENTRA,40654e03-92f0-41aa-ad85-38bd75e02dc4,o9 Authenticator,o9 Authenticator,1,Application,,"{""id"": ""40654e03-92f0-41aa-ad85-38bd75e02dc4"", ""appId"": ""a8a5acf4-67d3-437a-9232-ae2fc7f5d4b0"", ""displayName"": ""o9 Authenticator"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
2148,ENTRA,40704be0-4cd8-41b1-8790-f6e7bc3d7857,QualityEvaluationAgentForConversation (Microsoft Copilot Studio),QualityEvaluationAgentForConversation (Microsoft Copilot Studio),1,Application,,"{""id"": ""40704be0-4cd8-41b1-8790-f6e7bc3d7857"", ""appId"": ""2fe98733-1ade-48b9-a933-631f0e27755c"", ""displayName"": ""QualityEvaluationAgentForConversation (Microsoft Copilot Studio)"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""AgenticApp"", ""AIAgentBuilder"", ""AgentCreatedBy:CopilotStudio"", ""AgenticInstance"", ""power-virtual-agents-d7ba4a5d-146b-3a46-8612-c498bba1c96c""]}",2026-06-11 19:29:40
2149,ENTRA,407b053d-8454-488f-b596-fa89a35462a7,TOR-SVFL02,TOR-SVFL02,1,ManagedIdentity,,"{""id"": ""407b053d-8454-488f-b596-fa89a35462a7"", ""appId"": ""7262bea6-74c5-4869-a658-aab24a6bfe9e"", ""displayName"": ""TOR-SVFL02"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2150,ENTRA,408067d9-85bf-475e-b27b-3ace4f3f21e1,Microsoft Authorization System Policy,Microsoft Authorization System Policy,1,Application,,"{""id"": ""408067d9-85bf-475e-b27b-3ace4f3f21e1"", ""appId"": ""2d215f00-80d1-4f4b-a6c8-28080dfafc81"", ""displayName"": ""Microsoft Authorization System Policy"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""disableLegacyUserImpersonationClient"", ""disableLegacyUserImpersonationResource"", ""GitCreatedApp""]}",2026-06-11 19:29:40
2151,ENTRA,4083eb63-5b58-44c6-b7af-6f2431fdf793,Cloud FastPath,Cloud FastPath,1,Application,,"{""id"": ""4083eb63-5b58-44c6-b7af-6f2431fdf793"", ""appId"": ""8dc283b0-b5db-4a3d-84ae-26b6a4a8972e"", ""displayName"": ""Cloud FastPath"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
2152,ENTRA,4098f50d-0eee-4cda-be78-edfd3dd1b5e1,azurepolicy-aks-asux-hp-prd-euw,azurepolicy-aks-asux-hp-prd-euw,1,ManagedIdentity,,"{""id"": ""4098f50d-0eee-4cda-be78-edfd3dd1b5e1"", ""appId"": ""9be7d0fa-cc96-4287-bea1-77712f12289a"", ""displayName"": ""azurepolicy-aks-asux-hp-prd-euw"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2153,ENTRA,4099eb92-6b1c-48da-b5ab-d19f04d67139,AZURNAE-AP113,AZURNAE-AP113,1,ManagedIdentity,,"{""id"": ""4099eb92-6b1c-48da-b5ab-d19f04d67139"", ""appId"": ""c54f5920-cad6-4ea9-be30-523f333e0ccc"", ""displayName"": ""AZURNAE-AP113"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2154,ENTRA,409ec692-fb7f-4b27-8ab3-a0077e39e6fa,azdscver-node1c690authandaccessaadapp,azdscver-node1c690authandaccessaadapp,1,Application,,"{""id"": ""409ec692-fb7f-4b27-8ab3-a0077e39e6fa"", ""appId"": ""b916ac55-9af6-446d-8820-6f7123cec6a8"", ""displayName"": ""azdscver-node1c690authandaccessaadapp"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2155,ENTRA,40ba668d-10bb-4e9b-8db5-04f645c9dd9f,azeuwpavdde-5,azeuwpavdde-5,1,ManagedIdentity,,"{""id"": ""40ba668d-10bb-4e9b-8db5-04f645c9dd9f"", ""appId"": ""41043982-da76-4f00-af63-b5617dc47e9d"", ""displayName"": ""azeuwpavdde-5"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2156,ENTRA,40c1f750-6cb8-42ba-afd6-42c56ba29e70,CNWUHAN-CNAP10,CNWUHAN-CNAP10,1,ManagedIdentity,,"{""id"": ""40c1f750-6cb8-42ba-afd6-42c56ba29e70"", ""appId"": ""26d7be8d-fc6f-4db9-8360-ba1005997517"", ""displayName"": ""CNWUHAN-CNAP10"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2157,ENTRA,40d68ade-574a-4d59-a746-aff7d2414d2d,azeuwnpavde-6,azeuwnpavde-6,1,ManagedIdentity,,"{""id"": ""40d68ade-574a-4d59-a746-aff7d2414d2d"", ""appId"": ""2bad4a2c-9f61-4671-8a1a-9975e4adf1ae"", ""displayName"": ""azeuwnpavde-6"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2158,ENTRA,40dd3dce-8f75-46af-b826-d51adfe6c124,Safelinks,Safelinks,1,Application,,"{""id"": ""40dd3dce-8f75-46af-b826-d51adfe6c124"", ""appId"": ""85eced78-2127-4b24-9418-95f0bbe3d145"", ""displayName"": ""Safelinks"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2159,ENTRA,40e5a734-3420-4151-8f90-b6dbc2cb95f4,USVIASH-AP03,USVIASH-AP03,1,ManagedIdentity,,"{""id"": ""40e5a734-3420-4151-8f90-b6dbc2cb95f4"", ""appId"": ""04cfe463-f52d-4df8-bca8-73514f77c94e"", ""displayName"": ""USVIASH-AP03"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2160,ENTRA,40ffaf0a-2e01-437e-8cd7-e74b02c926ef,D365 Sales Agent - Email Validation (Microsoft Copilot Studio),D365 Sales Agent - Email Validation (Microsoft Copilot Studio),1,Application,,"{""id"": ""40ffaf0a-2e01-437e-8cd7-e74b02c926ef"", ""appId"": ""5e75df85-5c1c-4c8d-9de2-9a3a1ffc9fec"", ""displayName"": ""D365 Sales Agent - Email Validation (Microsoft Copilot Studio)"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""AgenticApp"", ""AIAgentBuilder"", ""AgentCreatedBy:CopilotStudio"", ""AgenticInstance"", ""power-virtual-agents-637ffad2-06a0-5e18-132b-3156a57907f5""]}",2026-06-11 19:29:40
2161,ENTRA,410b4a7b-426d-4d65-98a1-f2d45c43688a,teamsupgradeorchestrator-app,teamsupgradeorchestrator-app,1,Application,,"{""id"": ""410b4a7b-426d-4d65-98a1-f2d45c43688a"", ""appId"": ""3cf798a6-b0c5-4d5c-9645-b5273d471fc5"", ""displayName"": ""teamsupgradeorchestrator-app"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2162,ENTRA,410fef8d-bb9a-4292-ad38-c70841cc15f7,EC2AMAZ-K2N15FV,EC2AMAZ-K2N15FV,1,ManagedIdentity,,"{""id"": ""410fef8d-bb9a-4292-ad38-c70841cc15f7"", ""appId"": ""6db66629-7956-4ebc-8738-c03ba11f05b2"", ""displayName"": ""EC2AMAZ-K2N15FV"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2163,ENTRA,4113d5b6-2a30-4bd9-ae13-fb5e953957ea,NLNHSRK-AP250,NLNHSRK-AP250,1,ManagedIdentity,,"{""id"": ""4113d5b6-2a30-4bd9-ae13-fb5e953957ea"", ""appId"": ""360995ae-f1a9-4168-b84c-56d6cd4977aa"", ""displayName"": ""NLNHSRK-AP250"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2164,ENTRA,4118907a-b8f4-4e1a-aee1-0f9833e998c7,SGEQSG1-VSA02,SGEQSG1-VSA02,1,ManagedIdentity,,"{""id"": ""4118907a-b8f4-4e1a-aee1-0f9833e998c7"", ""appId"": ""deb13ef6-6a6b-495a-b08b-4fc93f86e456"", ""displayName"": ""SGEQSG1-VSA02"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2165,ENTRA,41203d56-c28d-4a23-93d1-ef7e402f9f05,D365 Sales Agent - Stakeholder Research (Microsoft Copilot Studio),D365 Sales Agent - Stakeholder Research (Microsoft Copilot Studio),1,Application,,"{""id"": ""41203d56-c28d-4a23-93d1-ef7e402f9f05"", ""appId"": ""83554eff-5d23-4d2d-b6c7-5d6d9224885f"", ""displayName"": ""D365 Sales Agent - Stakeholder Research (Microsoft Copilot Studio)"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""AgenticApp"", ""AIAgentBuilder"", ""AgentCreatedBy:CopilotStudio"", ""AgenticInstance"", ""power-virtual-agents-19518365-4754-3661-ad09-341ad880b159""]}",2026-06-11 19:29:40
2166,ENTRA,4138c9e8-3c27-48d1-914b-4c806d9da3e7,Common Data Service License Management,Common Data Service License Management,1,Application,,"{""id"": ""4138c9e8-3c27-48d1-914b-4c806d9da3e7"", ""appId"": ""1c2909a7-6432-4263-a70d-929a3c1f9ee5"", ""displayName"": ""Common Data Service License Management"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2167,ENTRA,414191eb-b59a-4055-a315-9e92d091020d,CNCQCKG-AP06,CNCQCKG-AP06,1,ManagedIdentity,,"{""id"": ""414191eb-b59a-4055-a315-9e92d091020d"", ""appId"": ""e3d08021-65ee-47af-92ed-94d34fcf84fa"", ""displayName"": ""CNCQCKG-AP06"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2168,ENTRA,414c16e9-c6ca-4552-92bb-10ce6d9050c1,CNANWUH-DB01,CNANWUH-DB01,1,ManagedIdentity,,"{""id"": ""414c16e9-c6ca-4552-92bb-10ce6d9050c1"", ""appId"": ""6e03e4a7-d49b-4e8d-aa54-5c33416e23b7"", ""displayName"": ""CNANWUH-DB01"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2169,ENTRA,415364fd-238d-4065-b0d3-095599a427eb,USVIASH-AP08,USVIASH-AP08,1,ManagedIdentity,,"{""id"": ""415364fd-238d-4065-b0d3-095599a427eb"", ""appId"": ""c656de33-8012-4cbc-8c5b-7bad852724bc"", ""displayName"": ""USVIASH-AP08"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2170,ENTRA,415f5105-f77c-4a0a-862b-c3f92cb80594,Microsoft Synapse Notebook Service,Microsoft Synapse Notebook Service,1,Application,,"{""id"": ""415f5105-f77c-4a0a-862b-c3f92cb80594"", ""appId"": ""1d3443bd-4cbc-483e-9f09-00ba7ee54655"", ""displayName"": ""Microsoft Synapse Notebook Service"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
2171,ENTRA,4169ba3b-5509-416d-8be7-757c82a73b06,Sales Qualification Agent Config Assistant (Microsoft Copilot Studio),Sales Qualification Agent Config Assistant (Microsoft Copilot Studio),1,ServiceIdentity,,"{""@odata.type"": ""#microsoft.graph.agentIdentity"", ""id"": ""4169ba3b-5509-416d-8be7-757c82a73b06"", ""appId"": ""4169ba3b-5509-416d-8be7-757c82a73b06"", ""displayName"": ""Sales Qualification Agent Config Assistant (Microsoft Copilot Studio)"", ""accountEnabled"": true, ""servicePrincipalType"": ""ServiceIdentity"", ""tags"": []}",2026-06-11 19:29:40
2172,ENTRA,4176f3fe-00cb-4402-b15b-3787e12bfb51,azurepolicy-aks003-preprod-emea,azurepolicy-aks003-preprod-emea,1,ManagedIdentity,,"{""id"": ""4176f3fe-00cb-4402-b15b-3787e12bfb51"", ""appId"": ""c7d4c474-eebc-4dc7-a6dc-e679e441987d"", ""displayName"": ""azurepolicy-aks003-preprod-emea"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2173,ENTRA,417b2ccb-81e8-4dd5-bb7c-a7e37d73217d,azeuwnpavdd-9,azeuwnpavdd-9,1,ManagedIdentity,,"{""id"": ""417b2ccb-81e8-4dd5-bb7c-a7e37d73217d"", ""appId"": ""9cd3eda5-0be5-4c97-8a39-e59b0ee06654"", ""displayName"": ""azeuwnpavdd-9"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
2174,ENTRA,41880607-9bcd-434e-98b4-a466928ab484,DEWUP-AP66N,DEWUP-AP66N,1,ManagedIdentity,,"{""id"": ""41880607-9bcd-434e-98b4-a466928ab484"", ""appId"": ""69432b78-648c-4ae4-8892-4db6b6faa968"", ""displayName"": ""DEWUP-AP66N"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
